start,STATE,LGA,Name of SEEFOR FADAMA Community Association (SFCA),Name of SEEFOR FADAMA User Groups (SFUG),Type of Sub-project Enterprise,CROP PRODUCTION,FISHERY,LIVESTOCK,POULTRY,PROCESSING,MARKETING,RURAL INFRASTRUCTURE,FORESTRY,Total Cost of Sub-Project,IDA Amount,Beneficiary Contribution,Total Amount Disbursed,Date of disbursement,Status of Sub-Project,Duration of Sub-Project Implementation,Total Number of Service Providers,Total number of enterprise beneficiaries,Number of members with access to extension services,People that has access to services support by the SEEFOR FADAMA Project,People that has access to services support by the SEEFOR FADAMA Project/Capacity building services,People that has access to services support by the SEEFOR FADAMA Project/Advisory Services,People that has access to services support by the SEEFOR FADAMA Project/People that have access to rural infrastructure services,People that has access to services support by the SEEFOR FADAMA Project/Input Support,Number of Meetings,Frequency of meetings held by Group,Average Size of Each Members’ Household,Number of Direct Beneficiaries: Male,Number of Direct Beneficiaries: Female,Number of beneficiaries under supported services: Male,Number of beneficiaries under supported services: Female,Number of Indirect Beneficiaries: Male,Number of Indirect Beneficiaries: Female,Number of person employed on permanent basis (Male),Number of person employed on permanent basis (Female),Number of person employed on temporary basis (Male),Number of person employed on temporary basis (Female),Crop Production: Metric Tons per Hecta,Fishery: Number of Kg,Livestock: Number of Livestock,Poultry: Number of Birds,Poultry: Crate of Eggs,Processing: Volume of Produce Processed (Kg),Number of Production Cycle,FUEF Amount Saved,Picture of Sub-project 1,Picture of Sub-project 2,GPS Coordinates of site,_GPS Coordinates of site_latitude,_GPS Coordinates of site_longitude,_GPS Coordinates of site_altitude,_GPS Coordinates of site_precision,Success Stories due to presence of intervention,Do you have any challenges?,"If yes, what is the challenge?",Risk factors,Risk factors/Militancy,Risk factors/Oil Spillage,Risk factors/Flood,Risk factors/Others,"If others, specify?",Name of Data Collector,Signature of Data Collector,Name of SEEFOR FADAMA User Groups (SFUGs),Type of enterprise,Total number of membership,Frequency of meetings held,Number of Male,Number of Female,Frequency of meetings held by Groups,Number of person employed on permanent basis (Male),Number of person employed on permanent basis (Female),Number of person employed on temporary basis (Male),Number of person employed on temporary basis (Female),People that has access to services support by the SEEFOR FADAMA Project,Amount disbursed,Duration of Sub-Project,Total Number of Service Provider,Picture of Site,GIS Coordinates of site,_GIS Coordinates of site_latitude,_GIS Coordinates of site_longitude,_GIS Coordinates of site_altitude,_GIS Coordinates of site_precision,Increase of Agricultural Production for SEEFOR FADAMA,Picture of Sub-project,calculation,Number of Indirect Beneficiaries Male ${calculation},calculation_001,Number of Indirect Beneficiaries Female ${calculation_001},Sustainability Measures,Picture of Sub-project 3,"If yes, specify?",_id,_uuid,_submission_time,_validation_status,_index
2019-11-02T11:35:37.144+01:00,BAYELSA,OGBIA,OTUABULA11 FADAMA111 SEEFOR COMMUNITY ASSOCIATION,OGBO EYAL OTUABULA11 FADAMA111 SEEFOR FISH FARMERS CSL,FISHERY,,Fish Pond,,,,,,,1000000,710000,290000,710000,23-06-17,Completed,Above 1 Year,3,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,12,1,7,4,6,4,6,36,34,0,0,0,0,,2000,,,,,2,55000,1572691454827.jpg,1572691467286.jpg,4.73003 6.299756666666667 60.9 7.8,4.73003,6.299756667,60.9,7.8,INCREASED INCOME,Yes,HIGH COST OF FEEDS,Flood Others,0,0,1,1,POACHING,ETIMI PIOUS,1572691130046.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40051240,8fe1432f-34cb-4056-bbfe-437b6a4f8607,2019-11-02T15:21:58,,1924
2019-11-02T13:58:18.386+01:00,BAYELSA,OGBIA,OTUABULA11 FADAMA111 SEEFOR COMMUNITY ASSOCIATION,INITABAI OTUABALA11 FADAMA111 SEEFOR PLANTAIN FARMERS CSL,CROP PRODUCTION,Plantain,,,,,,,,1000000,710000,290000,710000,23-06-17,Completed,Above 1 Year,3,10,10,Capacity building services People that have access to rural infrastructure services Advisory Services Input Support,1,1,1,1,12,1,7,2,8,2,8,31,39,0,0,0,0,70,,,,,,1,60000,1572700116936.jpg,1572700126316.jpg,4.73209 6.301423333333334 -26.6 7.8,4.73209,6.301423333,-26.6,7.8,INCREASED INCOME,Yes,HIGH COST OF INPUTS,Flood Others,0,0,1,1,DIFFICULTIES ACCESSING OTHER FUG FARMS,ETIMI PIOUS,1572700216060.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40051242,ce61b030-9717-4701-970c-29a6744fb416,2019-11-02T15:22:01,,1925
2019-10-30T10:23:26.699+01:00,EDO,OREDO,GOD'S FAVOUR,ESOMANNIS FISHERY COOPERATIVE SOCIETY,FISHERY,,Fish Pond,,,,,,,175000,99600,75400,99600,16-06-15,Completed,4 - 6 Months,2,11,11,Advisory Services Capacity building services Input Support,1,1,0,1,42,2,12,6,5,6,5,1,1,1,1,0,0,,4000,,,,,8,280000,1572427475096.jpg,1572427569040.jpg,6.275099999999999 5.5839083333333335 60.4 4.2,6.2751,5.583908333,60.4,4.2,INCREASE IN CAT FISH PRODUCTION AND HOLDINGS,Yes,LACK OF POWER SUPPLY AND HIGH COST OF FEEDS,,,,,,,IK NWAFOR,1572427636636.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40574169,16812681-d7fa-414d-822c-728bd521d8cf,2019-11-10T08:17:50,,1926
2019-10-07T05:16:14.472+01:00,BAYELSA,SOUTHERN IJAW,AYAMA IJAW,,RURAL INFRASTRUCTURE,,,,,,,,,3330000,2997000,333000,2997000,25-02-16,Completed,10 - 12 Months,3,100,100,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,22,2,4,65,35,65,35,450,250,0,0,0,0,,,,,,,,,1570783969427.jpg,1570784020862.jpg,4.869331666666667 6.210398333333334 6.2 4.7,4.869331667,6.210398333,6.2,4.7,,No,,,,,,,,SUODOH EGBUSON,1570422190867.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38623914,b959c370-218a-486d-8bb3-389dfc06054f,2019-10-12T08:17:21,,1927
2019-09-18T12:27:06.867+01,EDO,OVIA NORTH EAST,AGBAMA,EROREWAN MULTI PURPOSE COOPERATIVE SOCIETY,CROP PRODUCTION,Plantain,,,,,,,,650000,445000,205000,650000,06-09-16,Completed,7 - 9 Months,2,25,25,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,5,25,0,25,0,20,6,9,1,15,0,4,,,,,,2,205000,1568806709768.jpg,,6.791525 5.501173333333332 148.3 5.0,6.791525,5.501173333,148.3,5,INCREASE IN FARM PRODUCTIVITY,Yes,PROBLEM OF MARKET LINKAGES,,,,,,,OMORUYI JOHN,1568806880465.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37183009,6596054e-031f-476e-868a-af10c749a3b1,2019-09-18T13:01:06,,1928
2019-09-18T12:41:48.512+01,EDO,OVIA NORTH EAST,AGBAMA,OWIE MULTI PURPOSE COOPERATIVE SOCIETY (PLANTAIN),CROP PRODUCTION,Plantain,,,,,,,,650000,445000,205000,650000,06-09-16,Completed,7 - 9 Months,2,25,25,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,6,21,4,21,4,126,24,4,2,10,0,9,,,,,,2,300000,1568807433107.jpg,,6.7912833333333325 5.501563333333333 175.1 5.0,6.791283333,5.501563333,175.1,5,HIGH PRODUCTIVITY AND YIELD,Yes,HIGH COST OF TRANSPORTATION,,,,,,,OMORUYI JOHN,1568807611649.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37183029,85e3d24f-1d56-4d62-823b-40adea8e53e5,2019-09-18T13:01:14,,1929
2019-09-18T12:54:56.789+01,EDO,OVIA NORTH EAST,AGBAMA,CHRISTIAN MULTI PURPOSE COOPERATIVE SOCIETY (PLANTAIN),CROP PRODUCTION,Plantain,,,,,,,,650000,445000,205000,650000,06-09-16,Completed,7 - 9 Months,2,25,25,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,4,17,8,17,8,45,15,10,2,15,5,6,,,,,,2,218000,1568808461137.jpg,,6.785656666666667 5.50661 153.9 5.0,6.785656667,5.50661,153.9,5,EDUCATION OF CHILDREN,Yes,INCIDENCE OF DISEASES,,,,,,,OMORUYI JOHN,1568808591343.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37183046,c6b24605-5433-471a-9075-7588886cd8fb,2019-09-18T13:01:20,,1930
2019-09-18T14:59:26.460+01,EDO,OVIA NORTH EAST,OSAROGUE,FCA PROJECT (BRIDGE),RURAL INFRASTRUCTURE,,,,,,,Culvert,,1700000,153000,17000,1700000,17-09-15,Completed,7 - 9 Months,1,100,100,Capacity building services People that have access to rural infrastructure services,1,0,1,0,24,2,4,86,14,84,16,100,30,0,0,15,0,,,,,,,0,0,1568815671467.jpg,,6.695331666666668 5.2924 18.5 5.0,6.695331667,5.2924,18.5,5,LINKAGES TO OTHER FARM CAMPS,No,,,,,,,,OMORUYI JOHN,1568815812469.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37202504,c9b9f2b9-e936-48b0-aa40-50ff21bcfccb,2019-09-18T16:43:15,,1931
2019-09-18T15:12:33.064+01,EDO,OVIA NORTH EAST,OSAROGUE,GOSHEN FADAMA FARMERS COOPERATIVE SOCIETY,CROP PRODUCTION,Plantain,,,,,,,,400000,280000,120000,400000,17-09-15,Completed,4 - 6 Months,2,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,12,1,5,8,2,8,2,28,12,0,0,8,5,5,,,,,,3,85000,1568816265287.jpg,,6.696373333333334 5.292330000000001 19.8 4.9,6.696373333,5.29233,19.8,4.9,EXPANSION OF FARMLAND,Yes,HERDSMEN ATTACK,,,,,,,OMORUYI JOHN,1568816395210.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37202510,3fb3927e-a844-4e67-9817-57edca077de7,2019-09-18T16:43:20,,1932
2019-09-18T15:20:17.182+01,EDO,OVIA NORTH EAST,OSAROGUE,DYNAMIC FADAMA FARMERS COOPERATIVE SOCIETY,CROP PRODUCTION,Plantain,,,,,,,,400000,280000,120000,400000,17-09-15,Completed,4 - 6 Months,2,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,5,7,3,7,3,8,7,0,0,10,8,4,,,,,,3,120000,1568816662379.jpg,,6.696476666666666 5.292268333333334 24.8 4.7,6.696476667,5.292268333,24.8,4.7,FARM EXPANSION,Yes,HERDSMEN ATTACK,,,,,,,OMORUYI JOHN,1568816795605.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37202515,895740b2-949f-4127-a6b6-9ffe5458dc68,2019-09-18T16:43:25,,1933
2019-09-18T15:37:02.619+01,EDO,OVIA NORTH EAST,OSAROGUE,ADEN CASSAVA,CROP PRODUCTION,Cassava,,,,,,,,400000,280000,120000,400000,17-09-15,Completed,4 - 6 Months,2,12,12,Capacity building services Advisory Services Input Support,1,1,0,1,18,2,4,8,4,8,4,8,6,1,0,12,4,25,,,,,,3,180000,1568817729500.jpg,,6.695411666666667 5.298383333333334 35.4 4.0,6.695411667,5.298383333,35.4,4,FARM EXPANSION,Yes,HERDSMEN ATTACK,,,,,,,OMORUYI JOHN,1568817819758.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37202520,9d77640d-aca5-4e55-9532-e5018ff71be8,2019-09-18T16:43:32,,1934
2019-09-18T14:39:24.288+01:00,EDO,OVIA NORTH EAST,OSARUGUE,FAVOUR MULTIPURPOSE,CROP PRODUCTION,Cassava,,,,,,,,525000,347500,177500,347500,17-02-15,Completed,10 - 12 Months,2,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,6,2,8,2,8,2,5,0,0,3,5,19,,,,,,4,220000,1568818710514.jpg,,6.692625 5.299708333333332 29.0 4.2,6.692625,5.299708333,29,4.2,IMPROVE FAMERS INCOME AND LIVEHOOD,Yes,LONG DISTANCE LOCATION TO FARM AND DAMAGE OF CROPS BY HERDSMEN COW,Others,0,0,0,1,CHASE BY COMMUNITY VIOLENCE YOUTH AND INCIDENT OF HERDSMEN ATTACK,OBASOGIE ELVIS,1568814573918.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37202659,63a5e44f-18a3-4936-ac45-c237871d2405,2019-09-18T16:46:32,,1935
2019-09-18T14:34:35.717+01,EDO,OVIA NORTH EAST,OSARUGUE,OSASINMWINOBA OZOGUO,CROP PRODUCTION,Cassava,,,,,,,,525000,347500,177500,347500,17-02-15,Completed,10 - 12 Months,2,16,16,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,4,11,5,11,5,6,3,0,0,4,3,18,,,,,,4,280000,,,,,,,,FARMERS INCOME HAVE INCREASED,Yes,LONG DISTANCE TO FARM LOCATION AND ATTACK BY HERDS MEN AND THEFT OF FARM PRODUCE LEADING TO RELOCATION OF FARM,Others,0,0,0,1,COULD NOT CAPTURE AND GET GEO LOCATION WAS CHASED BY ANGRY COMMUNITY YOUTHS,OMORUYI ADESUWA FAITH,1568814469769.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37202843,008ada74-9d19-405b-ba88-66d00df4fab5,2019-09-18T16:50:29,,1936
2019-09-19T10:46:47.248+01:00,DELTA,IKA NORTH EAST,IGBODO,OGANIRU CASSAVA FARMERS,CROP PRODUCTION,Cassava,,,,,,,,4130500,2649350,1481150,2649350,05-09-18,On-going,7 - 9 Months,4,11,0,Advisory Services Capacity building services Input Support,1,1,0,1,12,1,5,9,2,9,2,,,,,,,,,,,,,,,1568887321054.jpg,1568887365173.jpg,6.302390000000001 6.353361666666666 256.9 2.3,6.30239,6.353361667,256.9,2.3,"WE ARE VERY GRATEFUL FOR THE SUPPORT, THOUGH WE STILL NEED MORE SUPPORT TO ENABLE US CREATE JOB FOR OTHERS",No,,Others,0,0,0,1,FULANI HERDSMEN INVADING FARM LAND,PATRICK IGBINEDION,1568887749701.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37265092,caa1d67d-b075-4951-8954-71a84b96fe82,2019-09-19T14:06:52,,1937
2019-09-20T09:38:15.459+01,EDO,IKPOBA-OKHA,IKPOBA OKHA,,RURAL INFRASTRUCTURE,,,,,,,Water Scheme,,600000,540000,60000,540000,18-10-16,Completed,1 - 3 Months,1,19,19,Capacity building services Advisory Services People that have access to rural infrastructure services,1,1,1,0,24,2,5,7,12,7,12,52,48,2,,,,,,,,,,,150000,1568996826820.jpg,1568996838833.jpg,6.367260000000001 5.659625 67.4 4.1,6.36726,5.659625,67.4,4.1,IT HAS INCREASE THE PRODUCTION OF SECONDARY PRODUCT AND INCOME,Yes,LACK OF POWER,,,,,,,OMORUYI ADESUWA FAITH,1568969363766.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37346815,9f87d893-0498-4e84-9a0e-d6195e0202a0,2019-09-20T16:31:42,,1938
2019-09-20T11:12:23.987+01,EDO,UHUNMWONDE,UVBE EGBEDE,SOLUTION FARMERS MPCS,CROP PRODUCTION,Cassava,,,,,,,,875000,535500,339500,535500,16-08-18,Completed,10 - 12 Months,3,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,12,1,4,6,4,6,4,8,,,,8,,0,,,,,,0,0,1568975353244.jpg,1568975384787.jpg,6.330885 5.764925 24.5 4.3,6.330885,5.764925,24.5,4.3,BOOSTED INCOME AND BETTER LIVING,No,,,,,,,,OMORUYI ADESUWA FAITH,1568974972331.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37346822,27d44a44-7658-4895-961b-1845eee2ce36,2019-09-20T16:31:49,,1939
2019-09-20T13:27:52.467+01,EDO,UHUNMWONDE,UVBE EGBEDE,UVBE EGBEDE FADAMA III YAM FARMERS COOPERATIVE SOCIETY,CROP PRODUCTION,Yam/Minisett,,,,,,,,900000,548000,352000,548000,16-08-18,Completed,10 - 12 Months,2,2,10,Capacity building services Advisory Services Input Support,1,1,0,1,6,1,4,9,1,9,1,8,0,0,0,6,0,25,,,,,,1,125000,1568985310770.jpg,,6.239625000000001 5.958121666666667 63.2 5.0,6.239625,5.958121667,63.2,5,HOLDINGS HAS INCREASED,Yes,PEST DISEASE AND STORAGE PROBLEM,,,,,,,OMORUYI ADESUWA FAITH,1568983176649.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37346842,b3a1f51f-72b5-4ee5-bc07-d9aef9e893d4,2019-09-20T16:32:02,,1940
2019-09-20T09:43:51.781+01:00,DELTA,IKA NORTH EAST,OWA ALERO,EZEUGBO PIGGRY,LIVESTOCK,,,Piggery,,,,,,4485000,2939500,1545500,2939500,16-04-19,Completed,4 - 6 Months,4,4,15,Capacity building services Advisory Services Input Support,1,1,0,1,12,1,6,3,12,3,12,,,,,2,0,,,4,,,,,,1568970860275.jpg,1568970904834.jpg,6.208108333333333 6.228771666666668 177.6 4.6,6.208108333,6.228771667,177.6,4.6,,Yes,CRISES BETWEEN THE SFCA AND SFUG THIS LEAD TO THE WITHHOLDING OF SIMPLE FARM IMPLEMENTS BY THE SFCA CHAIRMAN,,,,,,,UKPAKA CHARLES,1568971230489.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37349419,e87b0e70-a319-4513-9213-024961862e85,2019-09-20T17:19:19,,1941
2019-09-20T11:59:00.039+01:00,DELTA,IKA NORTH EAST,OWA ALERO,ORU-CHUKWU OIL PALM PROCESSING,PROCESSING,,,,,Palm Oil Processing,,,,2965000,2153500,811500,2153500,02-07-19,Completed,4 - 6 Months,3,15,,Capacity building services Advisory Services,1,1,0,0,12,1,7,7,8,7,8,,,,,0,0,,,,,,,,,1568977963830.jpg,1568978018649.jpg,6.202371666666666 6.219880000000001 160.9 4.8,6.202371667,6.21988,160.9,4.8,,Yes,THE PROCESSING MACHINES NOT IN USE DUE TO CRISES BETWEEN THE SFCA CHAIRMAN AND THE SFUG,,,,,,,UKPAKA CHARLES,1568978114384.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37349432,e4cee382-3456-473e-9fc2-0892c5381e5f,2019-09-20T17:19:24,,1942
2019-09-20T09:47:21.610+01,DELTA,IKA NORTH EAST,EGWELE EBOR,ALIEGWE OIL PALM PROCESSING,PROCESSING,,,,,Palm Oil Processing,,,,2965000,2123400,798600,2123400,16-04-19,Completed,4 - 6 Months,3,15,0,Capacity building services Advisory Services,1,1,0,0,15,2,7,9,6,9,6,,,0,0,12,0,,,,,,,,,1568969783001.jpg,1568969828933.jpg,6.20821 6.228655 178.5 4.9,6.20821,6.228655,178.5,4.9,,Yes,CONFLICT WITH GROUP MEMBERS AND SFCA AS A RESULT THE PROJECT IS NOT YET FUNCTIONAL,,,,,,,FAITH ODERHOHWO,1568970117481.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37349949,c02effb0-d02d-480c-ae77-6da1c93b58ca,2019-09-20T17:27:48,,1943
2019-09-20T10:22:15.399+01,DELTA,IKA NORTH EAST,EGWELE EBOR,WIDOWS MELON/ PEPPER PROCESSORS,PROCESSING,,,,,Pepper/Tomato Processing,,,,995000,995000,0,995000,16-04-19,Completed,4 - 6 Months,3,15,0,Capacity building services Advisory Services,1,1,0,0,5,1,7,0,15,,15,,,0,0,5,0,,,,,,,,,1568972247644.jpg,1568972487397.jpg,6.209496666666666 6.230171666666666 159.4 4.7,6.209496667,6.230171667,159.4,4.7,,Yes,CRISIS BETWEEN SFUG AND SFCA AS A RESULT PROJECT IS NOT YET FUNCTIONAL,,,,,,,FAITH ODERHOHWO,1568972580303.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37349956,9d3b35ae-3ccc-4620-b628-de6b51d745a5,2019-09-20T17:27:56,,1944
2019-09-20T13:00:05.572+01,DELTA,IKA NORTH EAST,EGWELE EBOR,EKELE YAM PRODUCTION,CROP PRODUCTION,Yam/Minisett,,,,,,,,3888000,2532000,1348000,2067500,02-07-19,Completed,7 - 9 Months,4,15,0,Capacity building services Advisory Services Input Support,1,1,0,1,,0,7,5,10,5,10,,,0,0,0,0,,,,,,,,,1568981306678.jpg,1568981581229.jpg,6.216821666666667 6.239201666666665 194.4 4.9,6.216821667,6.239201667,194.4,4.9,,No,,,,,,,,FAITH ODERHOHWO,1568981636385.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37349957,189e2f3a-d864-416e-8825-e5e71e86e3f7,2019-09-20T17:28:00,,1945
2019-09-23T13:21:35.371+01,EDO,UHUNMWONDE,GRASS ROOT,IFUEKO FADAMA III PLANTAIN FARMERS COOPERATIVE SOCIETY,CROP PRODUCTION,Plantain,,,,,,,,460000,282000,178000,282000,16-06-15,Completed,4 - 6 Months,2,12,12,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,5,5,7,5,7,34,41,,0,2,2,25,,,,,,4,270000,,1569241435341.jpg,6.597088333333333 6.009010000000001 193.5 1.6,6.597088333,6.00901,193.5,1.6,,No,,,,,,,,OMORUYI ADESUWA FAITH,1569241465800.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37494526,076d00df-7913-4091-b786-868f9d0ca597,2019-09-23T15:29:38,,1946
2019-09-23T13:03:36.937+01:00,EDO,UHUNMWONDE,GRASSROOT,UYIGUE COCOYAM FMCS,CROP PRODUCTION,Cocoyam,,,,,,,,500000,301000,199000,500000,16-09-15,Completed,4 - 6 Months,1,12,12,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,4,1,19,1,8,3,12,1,12,1,1,1,,,,,,3,120000,1569240866983.jpg,,6.597239999999999 6.009338333333333 207.1 5.0,6.59724,6.009338333,207.1,5,INCREASE IN FARM PRODUCTIVITY,Yes,FINANCE,,,,,,,OMORUYI JOHN,1569240985816.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37495523,1c0a578b-988b-4d7e-a839-f5eb514cdf7b,2019-09-23T15:43:42,,1947
2019-09-23T13:30:38.900+01:00,EDO,UHUNMWONDE,GRASSROOT,OMORUYI FADAMA III MPCS,CROP PRODUCTION,Cassava,,,,,,,,500000,301000,199000,500000,16-06-15,Completed,7 - 9 Months,2,12,12,Capacity building services Advisory Services Input Support,1,1,0,1,20,2,6,4,8,4,8,3,6,0,0,12,10,30,,,,,,5,135000,1569242759702.jpg,,6.603311666666667 6.002448333333333 208.0 4.0,6.603311667,6.002448333,208,4,INCREASE IN FARM PRODUCTIVITY,Yes,HIGH COST OF FERTILIZER,,,,,,,OMORUYI JOHN,1569242844876.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37495596,fd2a0cdf-0c20-4919-bed0-fd37778ec829,2019-09-23T15:44:48,,1948
2019-09-23T14:37:05.838+01:00,EDO,UHUNMWONDE,IRIWE GRASSROOT,HAPPY FADAMA III CASSAVA FARMERS COOPERATIVE SOCIETY,CROP PRODUCTION,Cassava,,,,,,,,484000,314000,186000,484000,16-06-15,Completed,4 - 6 Months,2,12,12,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,4,0,12,0,12,5,16,0,0,1,4,20,,,,,,4,120000,1569245998693.jpg,,6.57522 5.955979999999999 190.7 4.8,6.57522,5.95598,190.7,4.8,INCREASE IN FARM PRODUCTIVITY,Yes,HERDSMEN ATTACK,,,,,,,OMORUYI JOHN,1569246133988.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37495603,ac48dc57-584f-462e-b94b-742d57369b0b,2019-09-23T15:44:54,,1949
2019-09-23T14:49:29.478+01:00,EDO,UHUNMWONDE,IRIWE GRASSROOT,AIMIOSE FADAMA III PINEAPPLE FARMERS COOPERATIVE,CROP PRODUCTION,Others,,,,,,,,0,0,0,0,,Completed,1 - 3 Months,,0,0,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1569246835970.jpg,,6.576101666666666 5.954821666666668 212.3 4.3,6.576101667,5.954821667,212.3,4.3,ABILITY TO EDUCATE CHILDREN,Yes,HIGH COST OF FERTILIZER,,,,,,,OMORUYI JOHN,1569247002836.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37495613,bc46f669-3524-4aa0-9d38-185c630c4a3c,2019-09-23T15:45:00,,1950
2019-09-23T15:22:44.017+01:00,EDO,UHUNMWONDE,WISDOM,OGBE WOMEN FADAMA III PLANTAIN FARMERS COOPERATIVE SOCIETY,CROP PRODUCTION,Plantain,,,,,,,,820000,532000,288000,820000,16-06-15,Completed,4 - 6 Months,2,12,12,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,4,0,12,0,12,5,15,1,3,2,6,20,,,,,,2,90000,1569248721662.jpg,,6.619356666666666 5.986955 234.8 5.0,6.619356667,5.986955,234.8,5,INCREASE IN FARM INCOME,No,,,,,,,,OMORUYI JOHN,1569248811204.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37495624,17b3964a-94f1-491f-a0c8-cae87c957a62,2019-09-23T15:45:07,,1951
2019-09-23T16:29:48.424+01:00,EDO,OREDO,APEX,OMOROGBE B FARMERS,POULTRY,,,,Layers,,,,,643500,462650,180000,462650,09-04-19,On-going,4 - 6 Months,2,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,24,2,2,8,2,,,,,,,,,,,,,,,,,1569256459728.jpg,1569256563034.jpg,6.3352233333333325 5.570991666666667 14.1 5.0,6.335223333,5.570991667,14.1,5,IMPROVE FAMERS LIVELIHOOD AND INCOME,No,,,,,,,,OBASOGIE ELVIS,1569252921317.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37503978,d41af3f8-cf04-4a5b-85f1-91a8c187f9ef,2019-09-23T18:05:11,,1952
2019-09-24T10:21:22.937+01,EDO,ESAN CENTRAL,AKHO,OKPEBHO FADAMA III OIL PALM PROCESSOR MPCS,PROCESSING,,,,,Palm Oil Processing,,,,1407000,984900,422100,984900,16-08-18,Completed,1 - 3 Months,2,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,,,5,6,4,6,4,1,1,0,0,1,1,,,,,,,0,0,1569327342184.jpg,1569327364268.jpg,6.740888333333333 6.220238333333333 407.1 1.2,6.740888333,6.220238333,407.1,1.2,,No,,,,,,,,OMORUYI ADESUWA FAITH,1569317300694.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37573100,a1e20ee1-b316-43fc-b5f0-521b18cf7545,2019-09-24T16:18:10,,1953
2019-09-24T13:43:42.456+01,EDO,ESAN CENTRAL,IDIGBA,OFURE FARMERS,FISHERY,,Fish Pond,,,,,,,1290000,833000,457000,833000,16-08-18,Completed,4 - 6 Months,2,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,12,1,5,7,3,7,3,27,23,0,0,1,2,,4000,,,,,2,145000,1569329175723.jpg,,6.707590000000001 6.236529999999999 382.0 1.6,6.70759,6.23653,382,1.6,,No,,,,,,,,OMORUYI ADESUWA FAITH,1569329213787.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37573126,b7502a37-34f1-47d0-abfe-63ffc57e2565,2019-09-24T16:18:21,,1954
2019-09-24T15:23:35.900+01,EDO,IGUEBEN,IYAMEN WATER SFCA PROJECT,,RURAL INFRASTRUCTURE,,,,,,,Others,,3150000,2247000,903000,2247000,10-06-14,Completed,,1,50,50,People that have access to rural infrastructure services,0,0,1,0,24,1,77,32,18,32,18,1,1,1,1,0,0,,,,,,,,,1569335328460.jpg,1569335170401.jpg,6.5036000000000005 6.223681666666666 255.5 4.8,6.5036,6.223681667,255.5,4.8,IT HELPED THE COMMUNITY IN STORING LIVE STOCK,Yes,FREQUENT POWER OUTAGE,,,,,,,OMORUYI ADESUWA FAITH,1569335889190.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37573364,f71d10ab-7b11-4e63-9fe1-b30c591b6fc8,2019-09-24T16:20:14,,1955
